"Identifier","CID","MolecularFormula","MolecularWeight","CanonicalSMILES","IsomericSMILES","InChI","InChIKey","IUPACName","ExactMass","MonoisotopicMass"
"Citric acid",311,"C6H8O7",192.12,"C(C(=O)O)C(CC(=O)O)(C(=O)O)O","C(C(=O)O)C(CC(=O)O)(C(=O)O)O","InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)","KRKNYBCHXYNGOX-UHFFFAOYSA-N","2-hydroxypropane-1,2,3-tricarboxylic acid",192.02700259,192.02700259
"CITRIC ACID",311,"C6H8O7",192.12,"C(C(=O)O)C(CC(=O)O)(C(=O)O)O","C(C(=O)O)C(CC(=O)O)(C(=O)O)O","InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)","KRKNYBCHXYNGOX-UHFFFAOYSA-N","2-hydroxypropane-1,2,3-tricarboxylic acid",192.02700259,192.02700259
"cordycepin",6303,"C10H13N5O3",251.24,"C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO","C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO","InChI=1S/C10H13N5O3/c11-8-7-9(13-3-12-8)15(4-14-7)10-6(17)1-5(2-16)18-10/h3-6,10,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,10+/m0/s1","OFEZSBMBBKLLBJ-BAJZRUMYSA-N","(2R,3R,5S)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolan-3-ol",251.10183929,251.10183929
"Creatine",586,"C4H9N3O2",131.13,"CN(CC(=O)O)C(=N)N","CN(CC(=O)O)C(=N)N","InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)","CVSVTCORWBXHQV-UHFFFAOYSA-N","2-[carbamimidoyl(methyl)amino]acetic acid",131.069476538,131.069476538
"Cyclic adenosine diphosphate ribose",123847,"C15H21N5O13P2",541.3,"C1C2C(C(C(O2)N3C=NC4=C3N=CN(C4=N)C5C(C(C(O5)COP(=O)(OP(=O)(O1)O)O)O)O)O)O","C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN(C4=N)[C@H]5[C@@H]([C@@H]([C@H](O5)COP(=O)(OP(=O)(O1)O)O)O)O)O)O","InChI=1S/C15H21N5O13P2/c16-12-7-13-18-4-19(12)14-10(23)8(21)5(31-14)1-29-34(25,26)33-35(27,28)30-2-6-9(22)11(24)15(32-6)20(13)3-17-7/h3-6,8-11,14-16,21-24H,1-2H2,(H,25,26)(H,27,28)/t5-,6-,8-,9-,10-,11-,14-,15-/m1/s1","BQOHYSXSASDCEA-KEOHHSTQSA-N","(2R,3R,4S,5R,13R,14S,15R,16R)-8,10-dihydroxy-24-imino-8,10-dioxo-7,9,11,25,26-pentaoxa-1,17,19,22-tetraza-8lambda5,10lambda5-diphosphapentacyclo[18.3.1.12,5.113,16.017,21]hexacosa-18,20,22-triene-3,4,14,15-tetrol",541.06110974,541.06110974
"CYCLOSERINE",6234,"C3H6N2O2",102.09,"C1C(C(=O)NO1)N","C1[C@H](C(=O)NO1)N","InChI=1S/C3H6N2O2/c4-2-1-7-5-3(2)6/h2H,1,4H2,(H,5,6)/t2-/m1/s1","DYDCUQKUCUHJBH-UWTATZPHSA-N","(4R)-4-amino-1,2-oxazolidin-3-one",102.042927438,102.042927438
"CYS-GLY",439498,"C5H10N2O3S",178.21,"C(C(C(=O)NCC(=O)O)N)S","C([C@@H](C(=O)NCC(=O)O)N)S","InChI=1S/C5H10N2O3S/c6-3(2-11)5(10)7-1-4(8)9/h3,11H,1-2,6H2,(H,7,10)(H,8,9)/t3-/m0/s1","ZUKPVRWZDMRIEO-VKHMYHEASA-N","2-[[(2R)-2-amino-3-sulfanylpropanoyl]amino]acetic acid",178.04121336,178.04121336
"Cytidine 5'-monophosphate",6131,"C9H14N3O8P",323.2,"C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O","C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O","InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1","IERHLVCPSMICTF-XVFCMESISA-N","[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",323.05185141,323.05185141
"delta-Tridecalactone",110977,"C13H24O2",212.33,"CCCCCCCCC1CCCC(=O)O1","CCCCCCCCC1CCCC(=O)O1","InChI=1S/C13H24O2/c1-2-3-4-5-6-7-9-12-10-8-11-13(14)15-12/h12H,2-11H2,1H3","RZZLMGATMUAJPX-UHFFFAOYSA-N","6-octyloxan-2-one",212.177630004,212.177630004
"Di(2-nonyl) phthalate",15651773,"C26H42O4",418.6,"CCCCCCCC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)CCCCCCC","CCCCCCCC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)CCCCCCC","InChI=1S/C26H42O4/c1-5-7-9-11-13-17-21(3)29-25(27)23-19-15-16-20-24(23)26(28)30-22(4)18-14-12-10-8-6-2/h15-16,19-22H,5-14,17-18H2,1-4H3","MZHUXOCCLPGHKA-UHFFFAOYSA-N","dinonan-2-yl benzene-1,2-dicarboxylate",418.30830982,418.30830982
"Dibutyl sebacate",7986,"C18H34O4",314.5,"CCCCOC(=O)CCCCCCCCC(=O)OCCCC","CCCCOC(=O)CCCCCCCCC(=O)OCCCC","InChI=1S/C18H34O4/c1-3-5-15-21-17(19)13-11-9-7-8-10-12-14-18(20)22-16-6-4-2/h3-16H2,1-2H3","PYGXAGIECVVIOZ-UHFFFAOYSA-N","dibutyl decanedioate",314.24570956,314.24570956
"Diclofenac",3033,"C14H11Cl2NO2",296.1,"C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl","C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl","InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)","DCOPUUMXTXDBNB-UHFFFAOYSA-N","2-[2-(2,6-dichloroanilino)phenyl]acetic acid",295.016684,295.016684
"Dodecanedioic acid",12736,"C12H22O4",230.3,"C(CCCCCC(=O)O)CCCCC(=O)O","C(CCCCCC(=O)O)CCCCC(=O)O","InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)","TVIDDXQYHWJXFK-UHFFFAOYSA-N","dodecanedioic acid",230.15180918,230.15180918
"Ecgonine",91460,"C9H15NO3",185.22,"CN1C2CCC1C(C(C2)O)C(=O)O","CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)O","InChI=1S/C9H15NO3/c1-10-5-2-3-6(10)8(9(12)13)7(11)4-5/h5-8,11H,2-4H2,1H3,(H,12,13)/t5-,6+,7-,8+/m0/s1","PHMBVCPLDPDESM-FKSUSPILSA-N","(1R,2R,3S,5S)-3-hydroxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid",185.10519334,185.10519334
"gamma-Glutamylleucine",151023,"C11H20N2O5",260.29,"CC(C)CC(C(=O)O)NC(=O)CCC(C(=O)O)N","CC(C)C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N","InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)/t7-,8-/m0/s1","MYFMARDICOWMQP-YUMQZZPRSA-N","(2S)-2-[[(4S)-4-amino-4-carboxybutanoyl]amino]-4-methylpentanoic acid",260.13722174,260.13722174
"GLUTAMIC ACID",33032,"C5H9NO4",147.13,"C(CC(=O)O)C(C(=O)O)N","C(CC(=O)O)[C@@H](C(=O)O)N","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","(2S)-2-aminopentanedioic acid",147.05315777,147.05315777
"GLUTAMINE",5961,"C5H10N2O3",146.14,"C(CC(=O)N)C(C(=O)O)N","C(CC(=O)N)[C@@H](C(=O)O)N","InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1","ZDXPYRJPNDTMRX-VKHMYHEASA-N","(2S)-2,5-diamino-5-oxopentanoic acid",146.06914219,146.06914219
"Glycerophosphocholine",657272,"C8H20NO6P",257.22,"C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O","C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO)O","InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/t8-/m1/s1","SUHOQUVVVLNYQR-MRVPVSSYSA-N","[(2R)-2,3-dihydroxypropyl] 2-(trimethylazaniumyl)ethyl phosphate",257.10282436,257.10282436
"Hexadecanedioic acid",10459,"C16H30O4",286.41,"C(CCCCCCCC(=O)O)CCCCCCC(=O)O","C(CCCCCCCC(=O)O)CCCCCCC(=O)O","InChI=1S/C16H30O4/c17-15(18)13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(19)20/h1-14H2,(H,17,18)(H,19,20)","QQHJDPROMQRDLA-UHFFFAOYSA-N","hexadecanedioic acid",286.21440943,286.21440943
"Hexaethylene glycol",17472,"C12H26O7",282.33,"C(COCCOCCOCCOCCOCCO)O","C(COCCOCCOCCOCCOCCO)O","InChI=1S/C12H26O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h13-14H,1-12H2","IIRDTKBZINWQAW-UHFFFAOYSA-N","2-[2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethanol",282.16785316,282.16785316
"Hexanoyl-L-carnitine",3246938,"C13H25NO4",259.34,"CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","CCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/t11-/m1/s1","VVPRQWTYSNDTEA-LLVKDONJSA-N","(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate",259.17835828,259.17835828
"Hippuric acid, methyl ester",14566,"C10H11NO3",193.2,"COC(=O)CNC(=O)C1=CC=CC=C1","COC(=O)CNC(=O)C1=CC=CC=C1","InChI=1S/C10H11NO3/c1-14-9(12)7-11-10(13)8-5-3-2-4-6-8/h2-6H,7H2,1H3,(H,11,13)","XTKVNQKOTKPCKM-UHFFFAOYSA-N","methyl 2-benzamidoacetate",193.07389321,193.07389321
"hyocholic acid",92805,"C24H40O5",408.6,"CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","InChI=1S/C24H40O5/c1-13(4-7-19(26)27)15-5-6-16-20-17(9-11-23(15,16)2)24(3)10-8-14(25)12-18(24)21(28)22(20)29/h13-18,20-22,25,28-29H,4-12H2,1-3H3,(H,26,27)/t13-,14-,15-,16+,17+,18+,20+,21-,22+,23-,24-/m1/s1","DKPMWHFRUGMUKF-KWXDGCAGSA-N","(4R)-4-[(3R,5R,6R,7S,8S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",408.28757437,408.28757437
"Ile-Asp-Arg",145456076,"C16H30N6O6",402.45,"CCC(C)C(C(=O)NC(CC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)O)N","CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N","InChI=1S/C16H30N6O6/c1-3-8(2)12(17)14(26)22-10(7-11(23)24)13(25)21-9(15(27)28)5-4-6-20-16(18)19/h8-10,12H,3-7,17H2,1-2H3,(H,21,25)(H,22,26)(H,23,24)(H,27,28)(H4,18,19,20)/t8-,9-,10-,12-/m0/s1","UMYZBHKAVTXWIW-GMOBBJLQSA-N","(2S)-2-[[(2S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-3-carboxypropanoyl]amino]-5-(diaminomethylideneamino)pentanoic acid",402.2226827,402.2226827
"INDOLE",798,"C8H7N",117.15,"C1=CC=C2C(=C1)C=CN2","C1=CC=C2C(=C1)C=CN2","InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H","SIKJAQJRHWYJAI-UHFFFAOYSA-N","1H-indole",117.057849228,117.057849228
"Indole",798,"C8H7N",117.15,"C1=CC=C2C(=C1)C=CN2","C1=CC=C2C(=C1)C=CN2","InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H","SIKJAQJRHWYJAI-UHFFFAOYSA-N","1H-indole",117.057849228,117.057849228
"Jasmonic Acid",5281166,"C12H18O3",210.27,"CCC=CCC1C(CCC1=O)CC(=O)O","CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)O","InChI=1S/C12H18O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h3-4,9-10H,2,5-8H2,1H3,(H,14,15)/b4-3-/t9-,10-/m1/s1","ZNJFBWYDHIGLCU-HWKXXFMVSA-N","2-[(1R,2R)-3-oxo-2-[(Z)-pent-2-enyl]cyclopentyl]acetic acid",210.125594432,210.125594432
"L-Carnitine",10917,"C7H15NO3",161.2,"C[N+](C)(C)CC(CC(=O)[O-])O","C[N+](C)(C)C[C@@H](CC(=O)[O-])O","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1","PHIQHXFUZVPYII-ZCFIWIBFSA-N","(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate",161.10519334,161.10519334
"L-Carnosine",439224,"C9H14N4O3",226.23,"C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN","C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN","InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1","CQOVPNPJLQNMDC-ZETCQYMHSA-N","(2S)-2-(3-aminopropanoylamino)-3-(1H-imidazol-5-yl)propanoic acid",226.10659032,226.10659032
"Leu-Val",6993116,"C11H22N2O3",230.3,"CC(C)CC(C(=O)NC(C(C)C)C(=O)O)N","CC(C)C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N","InChI=1S/C11H22N2O3/c1-6(2)5-8(12)10(14)13-9(7(3)4)11(15)16/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)/t8-,9-/m0/s1","MDSUKZSLOATHMH-IUCAKERBSA-N","(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-3-methylbutanoic acid",230.16304257,230.16304257
"L-Glutamine",5961,"C5H10N2O3",146.14,"C(CC(=O)N)C(C(=O)O)N","C(CC(=O)N)[C@@H](C(=O)O)N","InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1","ZDXPYRJPNDTMRX-VKHMYHEASA-N","(2S)-2,5-diamino-5-oxopentanoic acid",146.06914219,146.06914219
"L-Isoleucine",6306,"C6H13NO2",131.17,"CCC(C)C(C(=O)O)N","CC[C@H](C)[C@@H](C(=O)O)N","InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1","AGPKZVBTJJNPAG-WHFBIAKZSA-N","(2S,3S)-2-amino-3-methylpentanoic acid",131.094628657,131.094628657
"Myristoleic acid",5281119,"C14H26O2",226.35,"CCCCC=CCCCCCCCC(=O)O","CCCC/C=C\CCCCCCCC(=O)O","InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-","YWWVWXASSLXJHU-WAYWQWQTSA-N","(Z)-tetradec-9-enoic acid",226.193280068,226.193280068
"N-.alpha.-(tert-Butoxycarbonyl)-L-histidine",87308,"C11H17N3O4",255.27,"CC(C)(C)OC(=O)NC(CC1=CN=CN1)C(=O)O","CC(C)(C)OC(=O)N[C@@H](CC1=CN=CN1)C(=O)O","InChI=1S/C11H17N3O4/c1-11(2,3)18-10(17)14-8(9(15)16)4-7-5-12-6-13-7/h5-6,8H,4H2,1-3H3,(H,12,13)(H,14,17)(H,15,16)/t8-/m0/s1","AYMLQYFMYHISQO-QMMMGPOBSA-N","(2S)-3-(1H-imidazol-5-yl)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoic acid",255.12190603,255.12190603
"N-Acetyl-L-tyrosine ethyl ester",13289,"C13H17NO4",251.28,"CCOC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C","CCOC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)C","InChI=1S/C13H17NO4/c1-3-18-13(17)12(14-9(2)15)8-10-4-6-11(16)7-5-10/h4-7,12,16H,3,8H2,1-2H3,(H,14,15)/t12-/m0/s1","SKAWDTAMLOJQNK-LBPRGKRZSA-N","ethyl (2S)-2-acetamido-3-(4-hydroxyphenyl)propanoate",251.11575802,251.11575802
"Oleamide",5283387,"C18H35NO",281.5,"CCCCCCCCC=CCCCCCCCC(=O)N","CCCCCCCC/C=C\CCCCCCCC(=O)N","InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-","FATBGEAMYMYZAF-KTKRTIGZSA-N","(Z)-octadec-9-enamide",281.27186474,281.27186474
"Oleoyl ethylamide",44270319,"C20H39NO",309.5,"CCCCCCCCC=CCCCCCCCC(=O)NCC","CCCCCCCC/C=C\CCCCCCCC(=O)NCC","InChI=1S/C20H39NO/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(22)21-4-2/h11-12H,3-10,13-19H2,1-2H3,(H,21,22)/b12-11-","JZJYYCFYGXPUMF-QXMHVHEDSA-N","(Z)-N-ethyloctadec-9-enamide",309.303164868,309.303164868
"p-Acetaminobenzaldehyde",73942,"C9H9NO2",163.17,"CC(=O)NC1=CC=C(C=C1)C=O","CC(=O)NC1=CC=C(C=C1)C=O","InChI=1S/C9H9NO2/c1-7(12)10-9-4-2-8(6-11)3-5-9/h2-6H,1H3,(H,10,12)","SKLUWKYNZNXSLX-UHFFFAOYSA-N","N-(4-formylphenyl)acetamide",163.06332853,163.06332853
"Palmitamide",69421,"C16H33NO",255.44,"CCCCCCCCCCCCCCCC(=O)N","CCCCCCCCCCCCCCCC(=O)N","InChI=1S/C16H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H2,17,18)","HSEMFIZWXHQJAE-UHFFFAOYSA-N","hexadecanamide",255.256214676,255.256214676
"Palmitic acid alkyne",127256,"C16H28O2",252.39,"C#CCCCCCCCCCCCCCC(=O)O","C#CCCCCCCCCCCCCCC(=O)O","InChI=1S/C16H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h1H,3-15H2,(H,17,18)","PUZGUNYANHPRKM-UHFFFAOYSA-N","hexadec-15-ynoic acid",252.208930132,252.208930132
"PARAXANTHINE",4687,"C7H8N4O2",180.16,"CN1C=NC2=C1C(=O)N(C(=O)N2)C","CN1C=NC2=C1C(=O)N(C(=O)N2)C","InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)","QUNWUDVFRNGTCO-UHFFFAOYSA-N","1,7-dimethyl-3H-purine-2,6-dione",180.06472551,180.06472551
"Sambucinol",5459101,"C15H22O4",266.33,"CC1=CC23C(CC1)(C4(CC(C(C4(O2)CO)O3)O)C)C","CC1=C[C@]23[C@](CC1)([C@]4(C[C@@H]([C@H]([C@]4(O2)CO)O3)O)C)C","InChI=1S/C15H22O4/c1-9-4-5-12(2)13(3)7-10(17)11-14(13,8-16)19-15(12,6-9)18-11/h6,10-11,16-17H,4-5,7-8H2,1-3H3/t10-,11+,12+,13+,14+,15+/m0/s1","GFLMBFRNOPTZDK-CMBQYIQPSA-N","(1R,6R,7R,9S,10R,11R)-11-(hydroxymethyl)-3,6,7-trimethyl-12,13-dioxatetracyclo[8.2.1.01,6.07,11]tridec-2-en-9-ol",266.15180918,266.15180918
"serine",5951,"C3H7NO3",105.09,"C(C(C(=O)O)N)O","C([C@@H](C(=O)O)N)O","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1","MTCFGRXMJLQNBG-REOHCLBHSA-N","(2S)-2-amino-3-hydroxypropanoic acid",105.042593085,105.042593085
"Stearamide",31292,"C18H37NO",283.5,"CCCCCCCCCCCCCCCCCC(=O)N","CCCCCCCCCCCCCCCCCC(=O)N","InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)","LYRFLYHAGKPMFH-UHFFFAOYSA-N","octadecanamide",283.287514804,283.287514804
"Stearoyl-L-carnitine",3006797,"C25H50NO4+",428.7,"CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C","CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C","InChI=1S/C25H49NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h23H,5-22H2,1-4H3/p+1/t23-/m1/s1","FNPHNLNTJNMAEE-HSZRJFAPSA-O","[(2R)-3-carboxy-2-octadecanoyloxypropyl]-trimethylazanium",428.37398408,428.37398408
"Suberic acid",10457,"C8H14O4",174.19,"C(CCCC(=O)O)CCC(=O)O","C(CCCC(=O)O)CCC(=O)O","InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)","TYFQFVWCELRYAO-UHFFFAOYSA-N","octanedioic acid",174.08920892,174.08920892
"Sucrose",5988,"C12H22O11",342.3,"C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1","CZMRCDWAGMRECN-UGDNZRGBSA-N","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",342.11621151,342.11621151
"sulochrin",160505,"C17H16O7",332.3,"CC1=CC(=C(C(=C1)O)C(=O)C2=C(C=C(C=C2OC)O)C(=O)OC)O","CC1=CC(=C(C(=C1)O)C(=O)C2=C(C=C(C=C2OC)O)C(=O)OC)O","InChI=1S/C17H16O7/c1-8-4-11(19)15(12(20)5-8)16(21)14-10(17(22)24-3)6-9(18)7-13(14)23-2/h4-7,18-20H,1-3H3","YJRLSCDUYLRBIZ-UHFFFAOYSA-N","methyl 2-(2,6-dihydroxy-4-methylbenzoyl)-5-hydroxy-3-methoxybenzoate",332.08960285,332.08960285
"Tetradecanedioic acid",13185,"C14H26O4",258.35,"C(CCCCCCC(=O)O)CCCCCC(=O)O","C(CCCCCCC(=O)O)CCCCCC(=O)O","InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)","HQHCYKULIHKCEB-UHFFFAOYSA-N","tetradecanedioic acid",258.18310931,258.18310931
"trans-4-(Aminomethyl)cyclohexanecarboxylic acid",5526,"C8H15NO2",157.21,"C1CC(CCC1CN)C(=O)O","C1CC(CCC1CN)C(=O)O","InChI=1S/C8H15NO2/c9-5-6-1-3-7(4-2-6)8(10)11/h6-7H,1-5,9H2,(H,10,11)","GYDJEQRTZSCIOI-UHFFFAOYSA-N","4-(aminomethyl)cyclohexane-1-carboxylic acid",157.110278721,157.110278721
